"age","id","Language","vowel","step","accuracy","RT","target","response"
19,"68Mandarin","Mandarin","[y]",6,1,972.5,"different","different"
19,"68Mandarin","Mandarin","[ʉ]",6,1,496,"different","different"
19,"68Mandarin","Mandarin","[ʉ]",0,1,441.1,"same","same"
19,"68Mandarin","Mandarin","[i]",6,0,472.3,"different","same"
19,"68Mandarin","Mandarin","[i]",5,1,365.3,"different","different"
19,"68Mandarin","Mandarin","[ʉ]",7,1,526.3,"different","different"
19,"68Mandarin","Mandarin","[ʉ]",3,1,218.3,"different","different"
19,"68Mandarin","Mandarin","[i]",2,0,719.4,"different","same"
19,"68Mandarin","Mandarin","[i]",3,1,546.1,"different","different"
19,"68Mandarin","Mandarin","[i]",8,1,517.7,"different","different"
19,"68Mandarin","Mandarin","[u]",0,1,245.1,"same","same"
19,"68Mandarin","Mandarin","[i]",1,1,184.3,"different","different"
19,"68Mandarin","Mandarin","[y]",1,0,260.5,"different","same"
19,"68Mandarin","Mandarin","[ʉ]",0,1,341.2,"same","same"
19,"68Mandarin","Mandarin","[ʉ]",1,0,441.7,"different","same"
19,"68Mandarin","Mandarin","[i]",4,1,228.3,"different","different"
19,"68Mandarin","Mandarin","[y]",5,1,455,"different","different"
19,"68Mandarin","Mandarin","[i]",0,1,230.5,"same","same"
19,"68Mandarin","Mandarin","[y]",3,1,202.2,"different","different"
19,"68Mandarin","Mandarin","[u]",0,1,492.7,"same","same"
19,"68Mandarin","Mandarin","[ʉ]",8,1,337.1,"different","different"
19,"68Mandarin","Mandarin","[y]",2,0,310.9,"different","different"
19,"68Mandarin","Mandarin","[i]",0,1,115.2,"same","same"
19,"68Mandarin","Mandarin","[ʉ]",5,1,263,"different","different"
19,"68Mandarin","Mandarin","[y]",4,0,532.5,"different","same"
19,"68Mandarin","Mandarin","[y]",0,1,145.5,"same","same"
19,"68Mandarin","Mandarin","[y]",0,1,161.9,"same","same"
19,"68Mandarin","Mandarin","[ʉ]",4,1,399.2,"different","different"
19,"68Mandarin","Mandarin","[i]",7,1,344.3,"different","different"
19,"68Mandarin","Mandarin","[ʉ]",2,0,309.4,"different","same"
25,"6Mandarin","Mandarin","[i]",8,1,663.8,"different","different"
25,"6Mandarin","Mandarin","[i]",6,1,511,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",8,1,521,"different","different"
25,"6Mandarin","Mandarin","[y]",6,1,490.4,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",1,0,519.9,"different","same"
25,"6Mandarin","Mandarin","[y]",5,1,872.3,"different","different"
25,"6Mandarin","Mandarin","[i]",0,1,397.3,"same","same"
25,"6Mandarin","Mandarin","[i]",7,1,417,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",4,1,493.6,"different","different"
25,"6Mandarin","Mandarin","[i]",4,1,483.5,"different","different"
25,"6Mandarin","Mandarin","[i]",5,1,546.7,"different","different"
25,"6Mandarin","Mandarin","[u]",0,1,482.5,"same","same"
25,"6Mandarin","Mandarin","[y]",1,0,486.4,"different","same"
25,"6Mandarin","Mandarin","[ʉ]",6,1,479.2,"different","different"
25,"6Mandarin","Mandarin","[y]",2,0,363.8,"different","same"
25,"6Mandarin","Mandarin","[y]",0,1,409,"same","same"
25,"6Mandarin","Mandarin","[y]",4,1,404.5,"different","different"
25,"6Mandarin","Mandarin","[y]",3,1,307.5,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",0,1,449.4,"same","same"
25,"6Mandarin","Mandarin","[y]",0,1,464.9,"same","same"
25,"6Mandarin","Mandarin","[i]",3,1,496,"different","different"
25,"6Mandarin","Mandarin","[i]",0,1,400.6,"same","same"
25,"6Mandarin","Mandarin","[i]",2,0,502.2,"different","same"
25,"6Mandarin","Mandarin","[u]",0,1,376.5,"same","same"
25,"6Mandarin","Mandarin","[i]",1,0,767.2,"different","same"
25,"6Mandarin","Mandarin","[ʉ]",5,1,591.1,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",3,1,458.9,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",7,1,518,"different","different"
25,"6Mandarin","Mandarin","[ʉ]",2,0,533.7,"different","same"
25,"6Mandarin","Mandarin","[ʉ]",0,1,477.3,"same","same"
22,"40Mandarin","Mandarin","[i]",8,1,475.9,"different","different"
22,"40Mandarin","Mandarin","[u]",0,1,398.3,"same","same"
22,"40Mandarin","Mandarin","[i]",5,1,521.4,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",5,1,523.5,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",4,0,278.4,"different","same"
22,"40Mandarin","Mandarin","[i]",2,0,1093.3,"different","same"
22,"40Mandarin","Mandarin","[i]",4,1,442.5,"different","different"
22,"40Mandarin","Mandarin","[i]",7,1,481.9,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",0,1,467.5,"same","same"
22,"40Mandarin","Mandarin","[y]",0,1,456.8,"same","same"
22,"40Mandarin","Mandarin","[y]",5,1,723.9,"different","different"
22,"40Mandarin","Mandarin","[y]",2,0,649.7,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",8,1,761.8,"different","different"
22,"40Mandarin","Mandarin","[i]",0,1,401.2,"same","same"
22,"40Mandarin","Mandarin","[i]",6,1,492.9,"different","different"
22,"40Mandarin","Mandarin","[y]",4,1,409.9,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",6,1,741.1,"different","different"
22,"40Mandarin","Mandarin","[u]",0,1,369.8,"same","same"
22,"40Mandarin","Mandarin","[i]",3,1,411.2,"different","different"
22,"40Mandarin","Mandarin","[y]",3,1,468.8,"different","different"
22,"40Mandarin","Mandarin","[ʉ]",2,1,835.3,"different","different"
22,"40Mandarin","Mandarin","[y]",0,1,574.6,"same","same"
22,"40Mandarin","Mandarin","[ʉ]",0,1,443.7,"same","same"
22,"40Mandarin","Mandarin","[i]",0,1,685.5,"same","same"
22,"40Mandarin","Mandarin","[ʉ]",1,0,314.4,"different","same"
22,"40Mandarin","Mandarin","[ʉ]",3,0,751.5,"different","same"
22,"40Mandarin","Mandarin","[i]",1,0,625.3,"different","same"
22,"40Mandarin","Mandarin","[ʉ]",7,1,551.4,"different","different"
22,"40Mandarin","Mandarin","[y]",6,1,450.8,"different","different"
22,"40Mandarin","Mandarin","[y]",1,0,768,"different","same"
25,"43Mandarin","Mandarin","[y]",2,1,374,"different","different"
25,"43Mandarin","Mandarin","[y]",6,1,337,"different","different"
25,"43Mandarin","Mandarin","[y]",1,0,531.2,"different","same"
25,"43Mandarin","Mandarin","[ʉ]",1,0,501.8,"different","same"
25,"43Mandarin","Mandarin","[u]",0,1,383.5,"same","same"
25,"43Mandarin","Mandarin","[y]",5,1,385,"different","different"
25,"43Mandarin","Mandarin","[i]",0,1,290.9,"same","same"
25,"43Mandarin","Mandarin","[ʉ]",8,1,526.5,"different","different"
25,"43Mandarin","Mandarin","[y]",0,1,477.6,"same","same"
25,"43Mandarin","Mandarin","[i]",3,1,493.5,"different","different"
25,"43Mandarin","Mandarin","[y]",4,1,455.7,"different","different"
25,"43Mandarin","Mandarin","[i]",4,1,401.2,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",3,1,451.2,"different","different"
25,"43Mandarin","Mandarin","[i]",0,1,495.1,"same","same"
25,"43Mandarin","Mandarin","[ʉ]",5,1,748.1,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",2,1,859.2,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",4,1,462.2,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",7,1,503.2,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",0,1,431.8,"same","same"
25,"43Mandarin","Mandarin","[i]",6,1,483.4,"different","different"
25,"43Mandarin","Mandarin","[i]",5,1,383.8,"different","different"
25,"43Mandarin","Mandarin","[y]",0,1,402.9,"same","same"
25,"43Mandarin","Mandarin","[i]",8,1,430,"different","different"
25,"43Mandarin","Mandarin","[i]",7,1,527.3,"different","different"
25,"43Mandarin","Mandarin","[ʉ]",6,1,442,"different","different"
25,"43Mandarin","Mandarin","[i]",1,0,477.4,"different","same"
25,"43Mandarin","Mandarin","[ʉ]",0,1,453,"same","same"
25,"43Mandarin","Mandarin","[y]",3,1,450.6,"different","different"
25,"43Mandarin","Mandarin","[u]",0,1,379.9,"same","same"
25,"43Mandarin","Mandarin","[i]",2,1,374.1,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",5,1,684.7,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",0,1,429.9,"same","same"
25,"5Mandarin","Mandarin","[i]",0,1,382.3,"same","same"
25,"5Mandarin","Mandarin","[y]",3,1,826.9,"different","different"
25,"5Mandarin","Mandarin","[i]",0,1,642.7,"same","same"
25,"5Mandarin","Mandarin","[ʉ]",1,0,622.4,"different","same"
25,"5Mandarin","Mandarin","[y]",1,0,788.4,"different","same"
25,"5Mandarin","Mandarin","[ʉ]",8,1,544.5,"different","different"
25,"5Mandarin","Mandarin","[u]",0,1,349.4,"same","same"
25,"5Mandarin","Mandarin","[i]",2,1,831.7,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",6,1,542.1,"different","different"
25,"5Mandarin","Mandarin","[y]",0,1,425.9,"same","same"
25,"5Mandarin","Mandarin","[i]",5,1,441.9,"different","different"
25,"5Mandarin","Mandarin","[y]",6,1,492.5,"different","different"
25,"5Mandarin","Mandarin","[i]",7,1,522.3,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",3,1,478.9,"different","different"
25,"5Mandarin","Mandarin","[y]",0,1,459.3,"same","same"
25,"5Mandarin","Mandarin","[i]",8,1,462.1,"different","different"
25,"5Mandarin","Mandarin","[i]",6,1,485.6,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",2,0,606.6,"different","same"
25,"5Mandarin","Mandarin","[i]",4,1,651.3,"different","different"
25,"5Mandarin","Mandarin","[i]",1,0,761.3,"different","same"
25,"5Mandarin","Mandarin","[y]",5,1,535,"different","different"
25,"5Mandarin","Mandarin","[u]",0,1,480.7,"same","same"
25,"5Mandarin","Mandarin","[y]",2,0,476.2,"different","same"
25,"5Mandarin","Mandarin","[ʉ]",0,1,472,"same","same"
25,"5Mandarin","Mandarin","[y]",4,1,950.4,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",4,1,549.9,"different","different"
25,"5Mandarin","Mandarin","[i]",3,1,486.2,"different","different"
25,"5Mandarin","Mandarin","[ʉ]",7,1,573,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",5,1,415.61,"different","different"
25,"4Mandarin","Mandarin","[i]",1,0,980.77,"different","same"
25,"4Mandarin","Mandarin","[ʉ]",6,1,1043.13,"different","different"
25,"4Mandarin","Mandarin","[i]",0,1,412.02,"same","same"
25,"4Mandarin","Mandarin","[i]",5,1,678.27,"different","different"
25,"4Mandarin","Mandarin","[i]",4,1,876.84,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",0,1,666.17,"same","same"
25,"4Mandarin","Mandarin","[i]",8,1,510.87,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",3,0,764.23,"different","same"
25,"4Mandarin","Mandarin","[ʉ]",8,1,641.85,"different","different"
25,"4Mandarin","Mandarin","[y]",0,1,529.88,"same","same"
25,"4Mandarin","Mandarin","[y]",5,1,914.84,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",7,1,877.39,"different","different"
25,"4Mandarin","Mandarin","[y]",6,1,1152.05,"different","different"
25,"4Mandarin","Mandarin","[i]",0,1,344.9,"same","same"
25,"4Mandarin","Mandarin","[i]",6,1,443.83,"different","different"
25,"4Mandarin","Mandarin","[i]",3,1,524.79,"different","different"
25,"4Mandarin","Mandarin","[y]",4,1,551.96,"different","different"
25,"4Mandarin","Mandarin","[y]",2,0,1090.59,"different","same"
25,"4Mandarin","Mandarin","[u]",0,1,567.22,"same","same"
25,"4Mandarin","Mandarin","[ʉ]",4,1,1128.08,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",0,1,1002.84,"same","same"
25,"4Mandarin","Mandarin","[y]",0,1,537.46,"same","same"
25,"4Mandarin","Mandarin","[u]",0,1,341.39,"same","same"
25,"4Mandarin","Mandarin","[ʉ]",2,0,857.52,"different","same"
25,"4Mandarin","Mandarin","[i]",2,1,831.25,"different","different"
25,"4Mandarin","Mandarin","[y]",3,1,529.32,"different","different"
25,"4Mandarin","Mandarin","[i]",7,1,1122.79,"different","different"
25,"4Mandarin","Mandarin","[ʉ]",1,0,738.06,"different","same"
25,"4Mandarin","Mandarin","[y]",1,0,710.43,"different","same"
25,"42Mandarin","Mandarin","[ʉ]",3,0,675.4,"different","same"
25,"42Mandarin","Mandarin","[i]",2,0,456.7,"different","same"
25,"42Mandarin","Mandarin","[ʉ]",0,1,479.6,"same","same"
25,"42Mandarin","Mandarin","[ʉ]",6,1,531.8,"different","different"
25,"42Mandarin","Mandarin","[y]",0,1,422.1,"same","same"
25,"42Mandarin","Mandarin","[ʉ]",4,1,475.9,"different","different"
25,"42Mandarin","Mandarin","[i]",6,1,1059,"different","different"
25,"42Mandarin","Mandarin","[y]",1,0,583.3,"different","same"
25,"42Mandarin","Mandarin","[i]",3,1,851.5,"different","different"
25,"42Mandarin","Mandarin","[ʉ]",5,1,731.2,"different","different"
25,"42Mandarin","Mandarin","[y]",3,1,583.7,"different","different"
25,"42Mandarin","Mandarin","[i]",1,0,615,"different","same"
25,"42Mandarin","Mandarin","[i]",4,1,765.8,"different","different"
25,"42Mandarin","Mandarin","[u]",0,1,396.2,"same","same"
25,"42Mandarin","Mandarin","[ʉ]",0,1,461,"same","same"
25,"42Mandarin","Mandarin","[u]",0,1,390.1,"same","same"
25,"42Mandarin","Mandarin","[ʉ]",7,1,408.5,"different","different"
25,"42Mandarin","Mandarin","[y]",6,1,488.9,"different","different"
25,"42Mandarin","Mandarin","[y]",5,1,392.6,"different","different"
25,"42Mandarin","Mandarin","[y]",2,1,400.4,"different","different"
25,"42Mandarin","Mandarin","[ʉ]",1,0,629.6,"different","same"
25,"42Mandarin","Mandarin","[i]",0,1,301.6,"same","same"
25,"42Mandarin","Mandarin","[i]",7,1,544.5,"different","different"
25,"42Mandarin","Mandarin","[i]",8,1,486.1,"different","different"
25,"42Mandarin","Mandarin","[y]",0,1,626,"same","same"
25,"42Mandarin","Mandarin","[ʉ]",8,1,526.9,"different","different"
25,"42Mandarin","Mandarin","[y]",4,1,627.3,"different","different"
25,"42Mandarin","Mandarin","[i]",0,1,522,"same","same"
25,"42Mandarin","Mandarin","[i]",5,1,436.3,"different","different"
25,"42Mandarin","Mandarin","[ʉ]",2,0,641.5,"different","same"
25,"3Mandarin","Mandarin","[y]",2,1,483.6,"different","different"
25,"3Mandarin","Mandarin","[i]",3,1,494.4,"different","different"
25,"3Mandarin","Mandarin","[y]",0,1,415.6,"same","same"
25,"3Mandarin","Mandarin","[i]",8,1,469.2,"different","different"
25,"3Mandarin","Mandarin","[ʉ]",5,1,523.5,"different","different"
25,"3Mandarin","Mandarin","[u]",0,1,397.4,"same","same"
25,"3Mandarin","Mandarin","[i]",0,1,390.4,"same","same"
25,"3Mandarin","Mandarin","[ʉ]",4,1,639.3,"different","different"
25,"3Mandarin","Mandarin","[ʉ]",6,1,502.2,"different","different"
25,"3Mandarin","Mandarin","[y]",6,1,444.7,"different","different"
25,"3Mandarin","Mandarin","[i]",7,1,492.2,"different","different"
25,"3Mandarin","Mandarin","[i]",0,1,148.8,"same","same"
25,"3Mandarin","Mandarin","[ʉ]",7,1,455.7,"different","different"
25,"3Mandarin","Mandarin","[y]",3,0,529.4,"different","same"
25,"3Mandarin","Mandarin","[ʉ]",2,0,360.7,"different","same"
25,"3Mandarin","Mandarin","[ʉ]",1,0,483.3,"different","same"
25,"3Mandarin","Mandarin","[ʉ]",3,1,328.4,"different","different"
25,"3Mandarin","Mandarin","[u]",0,1,388,"same","same"
25,"3Mandarin","Mandarin","[i]",1,0,225.2,"different","same"
25,"3Mandarin","Mandarin","[i]",6,1,475.2,"different","different"
25,"3Mandarin","Mandarin","[y]",0,1,392.7,"same","same"
25,"3Mandarin","Mandarin","[ʉ]",0,1,388.6,"same","same"
25,"3Mandarin","Mandarin","[y]",5,1,401.6,"different","different"
25,"3Mandarin","Mandarin","[y]",4,1,588.8,"different","different"
25,"3Mandarin","Mandarin","[y]",1,0,232.5,"different","same"
25,"3Mandarin","Mandarin","[ʉ]",8,1,519,"different","different"
25,"3Mandarin","Mandarin","[i]",5,1,317.7,"different","different"
25,"3Mandarin","Mandarin","[i]",4,1,379.7,"different","different"
25,"3Mandarin","Mandarin","[i]",2,0,1141.2,"different","same"
25,"3Mandarin","Mandarin","[ʉ]",0,1,177.5,"same","same"
28.5,"78Mandarin","Mandarin","[y]",1,0,495.3,"different","same"
28.5,"78Mandarin","Mandarin","[ʉ]",4,1,492.1,"different","different"
28.5,"78Mandarin","Mandarin","[ʉ]",1,1,514.8,"different","different"
28.5,"78Mandarin","Mandarin","[ʉ]",6,1,471.8,"different","different"
28.5,"78Mandarin","Mandarin","[ʉ]",0,1,395.5,"same","same"
28.5,"78Mandarin","Mandarin","[ʉ]",7,1,509.7,"different","different"
28.5,"78Mandarin","Mandarin","[y]",4,1,714.8,"different","different"
28.5,"78Mandarin","Mandarin","[i]",8,1,434,"different","different"
28.5,"78Mandarin","Mandarin","[i]",5,1,409.8,"different","different"
28.5,"78Mandarin","Mandarin","[i]",1,0,596.5,"different","same"
28.5,"78Mandarin","Mandarin","[y]",0,1,374.7,"same","same"
28.5,"78Mandarin","Mandarin","[ʉ]",8,1,501.3,"different","different"
28.5,"78Mandarin","Mandarin","[y]",2,1,412.4,"different","different"
28.5,"78Mandarin","Mandarin","[ʉ]",5,1,410,"different","different"
28.5,"78Mandarin","Mandarin","[y]",5,1,464.9,"different","different"
28.5,"78Mandarin","Mandarin","[i]",4,1,398.8,"different","different"
28.5,"78Mandarin","Mandarin","[i]",7,1,461.1,"different","different"
28.5,"78Mandarin","Mandarin","[i]",0,1,407.4,"same","same"
28.5,"78Mandarin","Mandarin","[y]",6,1,551.8,"different","different"
28.5,"78Mandarin","Mandarin","[y]",3,1,880.4,"different","different"
28.5,"78Mandarin","Mandarin","[ʉ]",0,1,426.6,"same","same"
28.5,"78Mandarin","Mandarin","[i]",2,0,415.4,"different","same"
28.5,"78Mandarin","Mandarin","[i]",0,1,283.9,"same","same"
28.5,"78Mandarin","Mandarin","[u]",0,0,585.1,"same","different"
28.5,"78Mandarin","Mandarin","[i]",6,1,394.9,"different","different"
28.5,"78Mandarin","Mandarin","[i]",3,1,543.2,"different","same"
28.5,"78Mandarin","Mandarin","[ʉ]",2,1,772.1,"different","different"
28.5,"78Mandarin","Mandarin","[y]",0,1,333.8,"same","same"
28.5,"78Mandarin","Mandarin","[u]",0,1,342.6,"same","same"
28.5,"78Mandarin","Mandarin","[ʉ]",3,1,413,"different","different"
28.5,"2Mandarin","Mandarin","[u]",0,1,441.2,"same","same"
28.5,"2Mandarin","Mandarin","[u]",0,1,409.1,"same","same"
28.5,"2Mandarin","Mandarin","[ʉ]",0,1,514.5,"same","same"
28.5,"2Mandarin","Mandarin","[ʉ]",0,1,427.4,"same","same"
28.5,"2Mandarin","Mandarin","[ʉ]",5,1,517.8,"different","different"
28.5,"2Mandarin","Mandarin","[y]",6,1,415.8,"different","different"
28.5,"2Mandarin","Mandarin","[i]",1,0,473.9,"different","same"
28.5,"2Mandarin","Mandarin","[i]",0,1,490.7,"same","same"
28.5,"2Mandarin","Mandarin","[ʉ]",1,0,333.1,"different","same"
28.5,"2Mandarin","Mandarin","[y]",4,1,434.4,"different","different"
28.5,"2Mandarin","Mandarin","[ʉ]",2,0,439.7,"different","same"
28.5,"2Mandarin","Mandarin","[ʉ]",7,1,567.3,"different","different"
28.5,"2Mandarin","Mandarin","[ʉ]",8,1,569.4,"different","different"
28.5,"2Mandarin","Mandarin","[y]",3,1,875.9,"different","different"
28.5,"2Mandarin","Mandarin","[y]",0,1,521.5,"same","same"
28.5,"2Mandarin","Mandarin","[y]",0,1,327.7,"same","different"
28.5,"2Mandarin","Mandarin","[i]",0,1,503.7,"same","same"
28.5,"2Mandarin","Mandarin","[ʉ]",3,0,1037.8,"different","same"
28.5,"2Mandarin","Mandarin","[i]",5,0,632.2,"different","same"
28.5,"2Mandarin","Mandarin","[i]",6,1,672.4,"different","different"
28.5,"2Mandarin","Mandarin","[i]",8,1,577.5,"different","different"
28.5,"2Mandarin","Mandarin","[i]",4,1,465.1,"different","different"
28.5,"2Mandarin","Mandarin","[i]",2,1,593.6,"different","different"
28.5,"2Mandarin","Mandarin","[i]",3,1,406.7,"different","same"
28.5,"2Mandarin","Mandarin","[ʉ]",4,1,838.5,"different","different"
28.5,"2Mandarin","Mandarin","[ʉ]",6,1,576.7,"different","different"
28.5,"2Mandarin","Mandarin","[y]",1,0,605.2,"different","same"
28.5,"2Mandarin","Mandarin","[i]",7,1,428.3,"different","different"
28.5,"2Mandarin","Mandarin","[y]",5,1,483.7,"different","different"
28.5,"2Mandarin","Mandarin","[y]",2,0,306.7,"different","same"
25,"36Mandarin","Mandarin","[ʉ]",5,1,738.2,"different","different"
25,"36Mandarin","Mandarin","[i]",4,1,347,"different","different"
25,"36Mandarin","Mandarin","[ʉ]",1,0,531.5,"different","same"
25,"36Mandarin","Mandarin","[u]",0,1,115.5,"same","same"
25,"36Mandarin","Mandarin","[i]",6,1,419.3,"different","different"
25,"36Mandarin","Mandarin","[y]",5,1,327.5,"different","different"
25,"36Mandarin","Mandarin","[ʉ]",0,1,198.1,"same","same"
25,"36Mandarin","Mandarin","[u]",0,1,685,"same","same"
25,"36Mandarin","Mandarin","[i]",7,1,664.3,"different","different"
25,"36Mandarin","Mandarin","[i]",2,1,897.1,"different","same"
25,"36Mandarin","Mandarin","[ʉ]",7,1,421,"different","different"
25,"36Mandarin","Mandarin","[y]",0,1,577.8,"same","different"
25,"36Mandarin","Mandarin","[ʉ]",4,1,597.2,"different","different"
25,"36Mandarin","Mandarin","[i]",5,1,441.3,"different","different"
25,"36Mandarin","Mandarin","[ʉ]",8,0,544.7,"different","same"
25,"36Mandarin","Mandarin","[y]",1,0,722.4,"different","same"
25,"36Mandarin","Mandarin","[y]",6,1,937.2,"different","different"
25,"36Mandarin","Mandarin","[i]",1,0,369.4,"different","same"
25,"36Mandarin","Mandarin","[i]",3,1,145.1,"different","different"
25,"36Mandarin","Mandarin","[y]",2,0,579.7,"different","same"
25,"36Mandarin","Mandarin","[y]",3,1,704.1,"different","different"
25,"36Mandarin","Mandarin","[ʉ]",2,1,352.9,"different","different"
25,"36Mandarin","Mandarin","[i]",8,1,1036.9,"different","different"
25,"36Mandarin","Mandarin","[y]",0,1,444.4,"same","same"
25,"36Mandarin","Mandarin","[ʉ]",0,0,1211.3,"same","different"
25,"36Mandarin","Mandarin","[ʉ]",6,1,591.2,"different","different"
25,"36Mandarin","Mandarin","[ʉ]",3,0,1082.2,"different","same"
25,"36Mandarin","Mandarin","[y]",4,1,893,"different","different"
25,"36Mandarin","Mandarin","[i]",0,1,497.5,"same","same"
25,"36Mandarin","Mandarin","[i]",0,1,313,"same","same"
25,"25Mandarin","Mandarin","[i]",6,1,999.5,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",1,0,687.1,"different","same"
25,"25Mandarin","Mandarin","[i]",8,1,518.8,"different","different"
25,"25Mandarin","Mandarin","[i]",2,1,373.1,"different","different"
25,"25Mandarin","Mandarin","[i]",4,1,404.3,"different","different"
25,"25Mandarin","Mandarin","[y]",5,1,374.8,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",3,1,452.1,"different","different"
25,"25Mandarin","Mandarin","[i]",0,1,470.2,"same","same"
25,"25Mandarin","Mandarin","[y]",4,1,670.8,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",0,1,457.6,"same","same"
25,"25Mandarin","Mandarin","[u]",0,1,714.3,"same","same"
25,"25Mandarin","Mandarin","[ʉ]",8,1,773,"different","different"
25,"25Mandarin","Mandarin","[u]",0,1,537.2,"same","same"
25,"25Mandarin","Mandarin","[i]",3,0,816.3,"different","same"
25,"25Mandarin","Mandarin","[y]",2,1,494.8,"different","different"
25,"25Mandarin","Mandarin","[y]",6,1,606.1,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",7,1,702.9,"different","different"
25,"25Mandarin","Mandarin","[i]",7,1,609.3,"different","different"
25,"25Mandarin","Mandarin","[i]",1,0,380.8,"different","same"
25,"25Mandarin","Mandarin","[ʉ]",0,1,416.9,"same","same"
25,"25Mandarin","Mandarin","[ʉ]",6,1,575.7,"different","different"
25,"25Mandarin","Mandarin","[i]",0,1,347.5,"same","same"
25,"25Mandarin","Mandarin","[ʉ]",2,0,303.7,"different","same"
25,"25Mandarin","Mandarin","[y]",0,1,894.1,"same","same"
25,"25Mandarin","Mandarin","[y]",3,1,540,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",4,1,475.2,"different","different"
25,"25Mandarin","Mandarin","[y]",0,1,373.8,"same","same"
25,"25Mandarin","Mandarin","[i]",5,1,995.5,"different","different"
25,"25Mandarin","Mandarin","[ʉ]",5,1,321.1,"different","different"
25,"25Mandarin","Mandarin","[y]",1,0,620.2,"different","same"
25,"31Mandarin","Mandarin","[y]",0,1,882.1,"same","same"
25,"31Mandarin","Mandarin","[i]",1,1,363.2,"different","different"
25,"31Mandarin","Mandarin","[i]",3,1,416.2,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",7,1,482.7,"different","different"
25,"31Mandarin","Mandarin","[y]",4,1,605.6,"different","different"
25,"31Mandarin","Mandarin","[i]",4,1,410.4,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",3,1,262.1,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",2,1,285.8,"different","different"
25,"31Mandarin","Mandarin","[i]",6,1,418.7,"different","different"
25,"31Mandarin","Mandarin","[y]",6,1,454.7,"different","different"
25,"31Mandarin","Mandarin","[i]",7,1,424.3,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",0,1,853.7,"same","same"
25,"31Mandarin","Mandarin","[u]",0,1,448.1,"same","same"
25,"31Mandarin","Mandarin","[y]",1,0,506.3,"different","same"
25,"31Mandarin","Mandarin","[i]",2,1,825.1,"different","same"
25,"31Mandarin","Mandarin","[ʉ]",5,1,509.5,"different","different"
25,"31Mandarin","Mandarin","[y]",5,1,224.4,"different","different"
25,"31Mandarin","Mandarin","[i]",8,1,744.8,"different","different"
25,"31Mandarin","Mandarin","[i]",0,1,956.5,"same","same"
25,"31Mandarin","Mandarin","[u]",0,1,381.5,"same","same"
25,"31Mandarin","Mandarin","[y]",0,1,455.4,"same","same"
25,"31Mandarin","Mandarin","[i]",5,1,1109.4,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",1,0,856.8,"different","same"
25,"31Mandarin","Mandarin","[ʉ]",8,1,479.5,"different","different"
25,"31Mandarin","Mandarin","[i]",0,1,193.2,"same","same"
25,"31Mandarin","Mandarin","[ʉ]",4,1,993.8,"different","different"
25,"31Mandarin","Mandarin","[y]",3,1,446.6,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",6,1,671.5,"different","different"
25,"31Mandarin","Mandarin","[y]",2,1,1063.3,"different","different"
25,"31Mandarin","Mandarin","[ʉ]",0,1,747.6,"same","same"
25,"27Mandarin","Mandarin","[ʉ]",5,1,508,"different","different"
25,"27Mandarin","Mandarin","[y]",1,0,790,"different","same"
25,"27Mandarin","Mandarin","[ʉ]",7,1,549,"different","different"
25,"27Mandarin","Mandarin","[y]",0,1,448,"same","different"
25,"27Mandarin","Mandarin","[i]",5,1,234,"different","different"
25,"27Mandarin","Mandarin","[y]",4,1,632,"different","different"
25,"27Mandarin","Mandarin","[y]",3,1,317,"different","different"
